Curriculum,Public Health with Concentration in Climate and Environmental Sciences,,,,,,,,
Institution,"University of California, San Diego",,,,,,,,
Degree Type,BS,,,,,,,,
System Type,Quarter,,,,,,,,
CIP,51.2202,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,BILD 1,BILD,1,,,,4,,
2,MATH 10A / 20A,MATH,10A,,,,4,,
18,LD PH __,,,,,,4,,
3,PH 40,PH,40,,,,4,,
4,BILD 2,BILD,2,1,,,4,,
19,LD PH __ (TRENDING TOPICS),,,,,,4,,
5,MATH 10B / 20B,MATH,10B,2,,,4,,
6,BILD 3,BILD,3,,,,4,,
7,MATH 11,MATH,11,5,,,5,,
8,CHEM 6A,CHEM,6A,2,,,4,,
9,PH 45,PH,45,3,,,4,,
10,CHEM 6B,CHEM,6B,8,,,4,,
11,PH 110,PH,110,3,,,4,,
12,CHEM 6C,CHEM,6C,10,,,4,,
20,PH UDE 1,,,,,,4,,
13,PH 101 / PH 102 1,PH,101,3;7,,,4,,
14,USP 143,USP,143,,,,4,,
21,PH 101 / PH 102 2,PH,101,3;7,,,4,,
15,PH 120 / PH 130 1,PH,120,3,,,4,,
22,PH UDE 2,,,,,,4,,
23,PH 120 / PH 130 2,PH,120,3,,,4,,
24,CONCENTRATION UDE 1,,,,,,4,,
16,PH 193,PH,193,3;9;13;11;15,,,4,,
25,CONCENTRATION UDE 2,,,,,,4,,
17,PH 194,PH,194,3;9;13;11;15;16,,,4,,
26,CONCENTRATION UDE 3,,,,,,4,,
