Curriculum,Global Health
Institution,"University of California, San Diego"
Degree Type,BA
System Type,Quarter
CIP,51.2210
Courses
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,HILD 30 / GLBH 20 REQT,HILD,30,,,,4,,
7,LOWER DIV SOC COURSE,,,,,,4,,
8,STATISTICS COURSE,,,,,,4,,
2,GLBH 148 GLOBAL HEALTH & CULTURAL DIVERSITY,GLBH,148,,,,4,,
3,GLBH 181 ESSENTIALS OF GLOBAL HEALTH,GLBH,181,,,,4,,
9,POLICY ANALYSIS,,,,,,4,,
10,GLBH ELECTIVE 1,,,,,,4,,
11,GLBH ELECTIVE 2,,,,,,4,,
4,MGT 173 PROJECT MANAGEMENT - HEALTH SERVICES,MGT,173,,,,4,,
12,GLBH ELECTIVE 3,,,,,,4,,
13,GLBH ELECTIVE 4,,,,,,4,,
14,GLBHELECTIVE 5,,,,,,4,,
5,GLBH 150A SENIOR CAPSTONE I,GLBH,150A,,,,4,,
15,GLBH ELECTIVE 6,,,,,,4,,
6,GLBH 150B SENIOR CAPSTONE II,GLBH,150B,5,,,4,,
16,GLBH ELECTIVE 7,,,,,,4,,
17,GLBH ELECTIVE 8,,,,,,4,,
