Curriculum,Physiology and Neuroscience
Institution,"University of California, San Diego"
Degree Type,BS
System Type,Quarter
CIP,26.1503
Courses
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,MATH 10A / 20A,MATH,10A,,,,4,,
2,CHEM 6A,CHEM,6A,,,,4,,
3,BILD 4,BILD,4,,,,2,,
4,MATH 10B / 20B,MATH,10B,1,,,4,,
5,CHEM 6B,CHEM,6B,2;1,,,4,,
6,BILD 3,BILD,3,,,,4,,
7,MATH 11,MATH,11,4,,,5,,
8,CHEM 6C,CHEM,6C,5,,,4,,
9,CHEM 7L,CHEM,7L,5,,,4,,
10,PHYS 1A,PHYS,1A,1,,,3,,
11,PHYS 1AL,PHYS,1AL,1,,,2,,
12,CHEM 140A,CHEM,140A,,,,4,,
13,BILD 1,BILD,1,2,5,,4,,
14,PHYS 1B,PHYS,1B,4;10;11,,,3,,
15,PHYS 1BL,PHYS,1BL,4;10;11,,,2,,
16,BILD 2,BILD,2,13,,,4,,
17,CHEM 140B,CHEM,140B,12,,,4,,
18,PHYS 1C,PHYS,1C,7;14;15,,,3,,
19,PHYS 1CL,PHYS,1CL,7;14;15,,,2,,
20,CHEM 143A,CHEM,143A,9;12,,,4,,
21,BIBC 102,BIBC,102,12;17,,,4,,
22,BICD 100,BICD,100,13,,,4,,
23,BIPN 100,BIPN,100,13;16,,,4,,
24,BIMM 100,BIMM,100,13;21,,,4,,
26,UD P&N CORE 1,,,,,,4,,
25,BIPN 105,BIPN,105,23,,,6,,
27,UD P&N CORE 2,,,,,,4,,
28,UD BIOLOGY ELECTIVE 1,,,,,,4,,
29,UD BIOLOGY ELECTIVE 2,,,,,,4,,
30,UD BIOLOGY ELECTIVE 3,,,,,,4,,
