Curriculum,Global Health,,,,,,,,
Institution,"University of California, San Diego",,,,,,,,
Degree Type,BA,,,,,,,,
System Type,Quarter,,,,,,,,
CIP,51.2210,,,,,,,,
Courses,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
1,GLBH 20,GLBH,20,,,,4,,
5,MAJOR LD CORE,,,,,,4,,
6,MAJOR LD STATISTICS,,,,,,4,,
7,MAJOR UD ELECTIVE (MEDICAL SOCIAL SCIENCE) 1,,,,,,4,,
2,GLBH 148,GLBH,148,,,,4,,
3,GLBH 181,GLBH,181,,,,4,,
8,MAJOR CORE UD POLICY ANALYSIS,,,,,,4,,
9,MAJOR UD ELECTIVE (MEDICAL SOCIAL SCIENCE) 2,,,,,,4,,
4,MGT 173,MGT,173,,,,4,,
10,MAJOR UD ELECTIVE (BIOLOGICAL SCIENCE) 1,,,,,,4,,
11,MAJOR UD ELECTIVE (SIGNIFICANT WRITING),,,,,,4,,
12,MAJOR UD ELECTIVE (MEDICAL HUMANITIES),,,,,,4,,
13,MAJOR UD ELECTIVE (BIOLOGICAL SCIENCE) 2,,,,,,4,,
14,MAJOR UD ELECTIVE (BIOLOGICAL SCIENCE) 3,,,,,,4,,
15,MAJOR UD ELECTIVE (GLOBAL PROCESSES),,,,,,4,,
16,MAJOR UD ELECTIVE (ADDITIONAL),,,,,,4,,
17,MAJOR UD ELECTIVE (MEDICAL SOCIAL SCIENCE) 3,,,,,,4,,
